model_name,k,alpha,beta,accuracy,lda_Xtrain,lda_Xtest
Random Forest,7,0.1,0.2,0.863849765258216,"[[0.01112852 0.93326277 0.01111968 ... 0.01111969 0.01112885 0.0111208 ]
 [0.01113175 0.0111311  0.01112933 ... 0.01112933 0.93321944 0.01112972]
 [0.00969457 0.00969408 0.00969388 ... 0.00969388 0.94183572 0.00969398]
 ...
 [0.01344162 0.7956483  0.01343602 ... 0.01343594 0.13716385 0.01343835]
 [0.93624862 0.01062535 0.01062407 ... 0.01062407 0.0106294  0.01062443]
 [0.01096714 0.01096094 0.01095836 ... 0.0109582  0.9342383  0.01095879]]","[[0.01333746 0.01333225 0.01332234 ... 0.01332239 0.01334585 0.92001739]
 [0.93714627 0.010475   0.01047425 ... 0.01047415 0.01048179 0.01047439]
 [0.01366    0.01365747 0.01365739 ... 0.01365723 0.91805018 0.01366051]
 ...
 [0.01144538 0.51691474 0.01144439 ... 0.01144439 0.42586064 0.01144605]
 [0.95109258 0.00815099 0.00815066 ... 0.00815068 0.00815343 0.00815103]
 [0.01036043 0.01036015 0.01035385 ... 0.01035301 0.93786425 0.01035506]]"
